img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
922447ad-9b7d-4509-a9e5-624fa3b20918.jpeg,1421,1004,364,189,1207,881,albopictus
46f5bb4f-29df-4fb8-8362-96989d690fb5.jpeg,768,1024,172,299,610,751,albopictus
6cf04af4-eb04-4434-9b5a-97342bd4c529.jpeg,1022,1283,106,108,924,999,albopictus
1d24a567-db43-4c13-8501-6100734d5ce1.jpeg,1344,2240,400,982,666,1262,albopictus
c7c9b5ef-f5a4-4e56-a8d3-2f461bb31238.jpeg,768,1024,291,491,440,622,albopictus
3f3a1789-2a5a-4c74-a3bb-4ede6115eabc.jpeg,3024,4032,1183,1474,1707,2292,culiseta
43f48e85-6aa3-4ed5-807c-4aa783f7d48d.jpeg,2084,2505,1230,1728,1930,2275,culex
50c69521-2e1a-4c16-8386-24ed7d9c87c9.jpeg,1365,1024,557,341,748,480,culex
f99dd95b-e554-4d3f-a881-1604b2b54ca7.jpeg,1024,1365,206,530,924,1261,culex
2b439953-e46a-4549-8d2a-7d78de2106fd.jpeg,3024,4032,993,1359,1504,2112,culex
052e0891-1048-478f-89ba-7e8812a62796.jpeg,3096,4128,1384,1863,1674,2188,albopictus
db70eaf1-f3e5-4817-ad18-6ed9d770aa41.jpeg,720,1600,283,433,512,616,albopictus
d0e4d86e-feaa-4ebf-84a5-5fc807188e3e.jpeg,1488,1984,641,934,814,1103,albopictus
e8c328a6-21ed-4b7a-9e3d-8f3bcc6a9cb4.jpeg,3024,4032,922,1128,2005,2343,culex
8d033862-4e9e-4709-829c-a42120077d9b.jpeg,935,1278,264,448,604,857,albopictus
803b6d44-46f0-473b-a9e9-e7d21b3daa0e.jpeg,2016,3584,958,827,1387,1197,albopictus
3e1a41ae-85be-4aba-85f6-06f1747224f1.jpeg,2448,3264,226,941,1925,2900,albopictus
da035195-472b-4ee0-b798-f3b6e5b11a02.jpeg,2234,1024,1030,395,1326,613,culex
f4e7622f-91a6-4206-b2df-b538cbe4bf34.jpeg,1024,1365,374,563,566,736,culiseta
0e29b10e-561a-44eb-9da3-baf99b5d768a.jpeg,3016,4032,1169,2344,1799,2934,culex
b867a33e-e451-46a1-bbfa-2f8f3892eb37.jpeg,3024,4032,887,640,1727,1912,japonicus/koreicus
8431d802-598c-4d2d-9a06-4325659ab382.jpeg,3024,4032,1405,1830,1727,2201,albopictus
6b8c9df4-4e9a-441c-a9a7-4b716e847665.jpeg,1024,1363,402,447,543,616,culex
117e001d-a919-4fff-9cd5-63c2b1ac5394.jpeg,828,1792,14,1075,778,1579,albopictus
df6d2f5b-d883-4e95-b6df-ee2c68cafb57.jpeg,3000,4000,371,995,1067,1628,culex
989302a8-dd29-4c41-946f-8c0bdbbdffcc.jpeg,4032,3024,2047,1109,2571,1406,culex
2fbef6ca-4bc2-48af-a4e2-1d879b37f1bb.jpeg,768,1024,108,253,625,830,albopictus
afd0dad4-f8af-4b86-88af-64850c2df145.jpeg,1365,1024,522,359,728,607,culex
4314e1de-9888-453a-b1e1-8646190e9d55.jpeg,4032,1960,851,556,2311,1548,culiseta
be62269e-646b-478b-b3ab-479af867b251.jpeg,1205,1524,203,356,865,1252,albopictus
bcc91c34-41ac-42d4-82e4-80dab8772c50.jpeg,2592,1944,972,855,1548,1173,culex
685ec0c1-74f2-4d1c-beb4-bd15b7b72ea8.jpeg,768,1024,75,242,638,867,japonicus/koreicus
e16c3f7a-20a7-460f-9c58-e90b1020d85b.jpeg,2448,3264,1483,1326,2242,1938,albopictus
4bad16e1-8a87-46de-a1ed-f42167a61b50.jpeg,2976,3968,804,1609,2356,3138,albopictus
91808989-812b-4983-bec6-1b984b113ebc.jpeg,967,1529,441,720,665,958,albopictus
40ecf7e4-fe48-496a-87e5-ea4aee4b492b.jpeg,5376,3024,3076,364,3756,998,albopictus
ea975221-f0b1-4043-ab05-90f40e31e7f2.jpeg,1200,1200,266,580,1130,1123,albopictus
0c02e87c-a9f4-448b-ad15-c94a2616a21e.jpeg,4000,3000,1187,1961,2311,2849,culex
8aa32ccd-62e0-4b54-9030-f314e873f211.jpeg,1932,2576,654,1207,1124,1627,albopictus
1de6b789-51b6-4a13-9b07-0a584305d24f.jpeg,3024,4032,1202,1363,2114,3019,albopictus
b03ef036-c0d9-40f7-897a-a01f4ab2f9ef.jpeg,768,1024,261,440,414,632,culex
b19967c0-fada-420c-bac6-44803f753857.jpeg,1024,1365,93,245,924,1043,culex
f5778b5d-4653-4933-860f-6ff51e02145b.jpeg,2560,1440,255,261,1149,958,albopictus
30641beb-a541-46c9-9911-8edca4d280e9.jpeg,3024,4032,1362,1298,1815,1866,albopictus
1108d0f0-2d9e-436e-8850-45e984cabd47.jpeg,3264,2448,2494,976,2781,1188,albopictus
c22585ce-da16-417d-8687-6161ddeef034.jpeg,1042,1072,151,132,731,823,culex
23956a8b-b748-4f42-866b-936d7bd34a11.jpeg,2448,3264,1270,606,1601,915,albopictus
04e5cff7-f562-4160-ab82-a689850ba36b.jpeg,1080,1231,302,329,791,896,albopictus
7ccf1bac-5550-4c60-80eb-516a5ca8b3b2.jpeg,1120,779,367,267,932,553,albopictus
fe9bd4d9-cf28-4b51-ac69-11d6a66e1ed1.jpeg,3000,4000,411,612,1315,1937,culex
8db6cf04-c729-4280-a351-aa7347a2f0cb.jpeg,768,1024,228,181,385,405,anopheles
94ec21a4-cf2e-4873-999a-de4e7477a9fe.jpeg,480,371,187,138,380,324,japonicus/koreicus
c19ef782-ee13-4a33-817c-e58072fb155e.jpeg,1024,1815,513,928,766,1258,albopictus
65efb446-e131-46bf-a5e5-2c88a25d9604.jpeg,1024,1365,326,501,474,698,culex
986790bb-50da-4e71-bdce-589b8fef02c7.jpeg,4160,3120,392,792,1996,1853,albopictus
5dc7d109-089e-4caa-942b-4eda9c14a378.jpeg,1440,2560,293,991,1194,1948,culex
4859ec13-fb1a-439f-b681-f3b91a7b8e09.jpeg,1512,2016,780,679,1230,1109,albopictus
04659bc1-15e3-42de-84f0-e009d5e5a339.jpeg,768,1024,226,484,415,675,culex
825da0ae-0fb9-49b4-b94c-75989b2a144c.jpeg,652,877,154,586,378,827,albopictus
a5baf3f9-db0f-4eaa-880f-f86e58c1a045.jpeg,1096,1096,310,150,730,852,albopictus
4825bde6-d63d-46e7-a3ba-a410aa73130b.jpeg,2250,4000,932,1459,1656,2057,anopheles
449de0ec-7476-4a6f-aeb3-745cebce3a7d.jpeg,3120,4160,1277,1427,2009,2088,albopictus
125947df-c547-464f-86cf-350a689db852.jpeg,900,1600,269,425,586,733,albopictus
c904c045-61ff-45d0-ba86-29c283f8b26c.jpeg,1536,2048,607,135,1161,566,culex
005ba710-59e9-4421-937b-61470249dd7c.jpeg,1024,1820,387,597,552,924,culex
2b5a8d99-049b-484b-8a65-8bc0f1185f3a.jpeg,2160,3840,248,1463,1669,2469,albopictus
17ff7ee1-b709-48f6-abf9-81932cc66e97.jpeg,1200,1599,329,769,688,1031,albopictus
ca2d0251-da9f-46b1-b0b9-8e2f8018e083.jpeg,1024,1365,460,484,653,706,anopheles
ead045a6-3068-4d43-b22a-eec7b9dab4d5.jpeg,768,1024,272,419,461,686,culex
a98b901f-cf45-44d4-b2c9-130fae8cb265.jpeg,768,1024,223,249,518,528,culex
ec5b6f33-8723-46c3-94a1-999fcb3f4b62.jpeg,1044,1719,530,498,874,954,albopictus
1c25eafb-50af-4124-96d5-3ae4736c3998.jpeg,768,1024,212,427,640,967,albopictus
65f38acd-d1ea-4e9c-a034-6be67f1a3bcd.jpeg,1024,1365,331,449,671,875,culex
55f856a7-40c3-4918-89d3-95ae9650ba95.jpeg,845,713,244,84,477,499,culex
f98b71c1-c795-424e-998d-792596639da3.jpeg,3120,4160,1449,1840,1844,2186,albopictus
5dcbfce0-c9f4-4042-ac5f-0a2f8db26fe1.jpeg,3024,4032,1608,1812,2108,2516,albopictus
c12cd1ad-63e1-4dba-8a59-0d82463795fc.jpeg,1024,769,277,368,447,483,albopictus
091a705a-03e3-4a93-884b-8af55f79eb68.jpeg,1844,4000,687,1347,1168,1943,culiseta
cd277be3-125a-4bc6-80e4-d9a6f2af0e49.jpeg,3000,4000,1032,1630,1446,2212,albopictus
a02a349d-ccda-4e2a-aa1a-eea2b81cb37d.jpeg,3024,4032,808,1486,1942,3018,culex
4b5aa0f9-026a-4ee1-b225-bcf285c1706d.jpeg,1317,1318,319,335,551,577,albopictus
c6193781-ce10-4a0b-8c71-d6117b3630d4.jpeg,768,1024,552,507,746,670,culiseta
1618b63b-5945-4e11-9e8a-69d8ec7d7e1c.jpeg,1024,1365,317,346,550,595,anopheles
8b679cf0-621b-4a13-81f2-0f3eedb87e58.jpeg,1024,1365,171,157,951,1200,japonicus/koreicus
0031063e-716a-4080-934c-77598dc8de72.jpeg,3024,4032,1276,2016,1728,2516,culex
f5d1f6bd-4fe8-4d9a-acf7-0cca4b6582f3.jpeg,4000,3000,2066,1346,2457,1660,culex
0a132b1a-3877-4d53-be08-3ba4a4d7f95c.jpeg,1960,4032,268,1230,1228,2308,albopictus
f5d9c3fa-c7a3-44b3-8823-02a0eecc826a.jpeg,4608,3456,1718,1523,2217,1972,culex
9e289253-d809-485c-90cd-f2c7503ed550.jpeg,3024,4032,1260,1502,1852,2196,culiseta
18de7048-d5a2-4302-80b0-57487d3bdebb.jpeg,1936,2592,682,1062,1197,1628,albopictus
3a3439de-4c55-43b5-aee8-fe6f80dc86d7.jpeg,768,1024,76,404,491,789,albopictus
a0886e32-077f-49a1-9b49-6b5809f572d9.jpeg,3096,4128,803,786,2902,2408,albopictus
24d73ed5-f360-4a3a-8f9f-325760d40ff7.jpeg,1024,1818,245,646,414,848,albopictus
e1becb50-4127-402b-977d-0b888de32e5b.jpeg,1024,1365,289,557,697,1184,culex
40ad4c93-36f1-46e0-9740-a8c081b7e0b2.jpeg,3000,4000,869,1489,2308,2626,culiseta
bcbd0e94-4bf1-487d-b51d-9d550a6dc99b.jpeg,1365,1024,781,330,950,531,albopictus
b8dcdbff-4ad3-42b1-b541-18b5043b2b31.jpeg,2448,3264,483,734,1740,2110,albopictus
bcae8031-582a-48f4-9b2d-e64ceb01f8f8.jpeg,3024,4032,178,1760,2466,3570,albopictus
332b2a52-059d-42cf-bb34-d2cab89eac23.jpeg,3456,4608,1186,1366,2496,2678,albopictus
a5226965-8fa2-4ad0-ae7f-54dce070492d.jpeg,3024,4032,1787,1525,2840,2156,culex
15e2b988-22dc-4e0b-93a5-969857578f3d.jpeg,768,1024,355,517,445,614,albopictus
e4cf4c18-946c-4fe1-ba81-0da5235d2ba2.jpeg,2448,3264,735,1004,1601,1806,albopictus
62e06c97-f6a1-461d-855d-36ea59d56e76.jpeg,2634,2293,914,802,1691,1694,culex
c339cbe6-471c-4853-a1b0-989dd8520d85.jpeg,1932,2576,746,925,1457,1694,culex
6b1afec5-82cb-47ec-8acd-15da56b36efa.jpeg,2448,3264,796,1385,1605,2097,albopictus
ed99f7cb-c1eb-45f7-acf6-8cfedecaccba.jpeg,1200,1600,408,808,590,952,culex
88db1dee-79a2-4f01-8047-c3b24b38ccc6.jpeg,768,1024,271,374,398,559,culex
ff8a3f85-61b9-4ee4-9d7f-32a7603e6617.jpeg,1024,1365,382,462,648,786,culex
a0aa510c-0cc9-429c-a359-afdf27bf4563.jpeg,768,1024,194,348,518,723,culex
8416c41c-eb1e-4fc4-95b8-faafcfcda4be.jpeg,3456,4608,1529,2038,2061,2628,albopictus
2a94cb86-bda8-4cb3-9301-8bb7be303457.jpeg,1115,1595,247,371,824,1233,albopictus
092050c0-7e05-4af2-b994-8e7c35a22a4d.jpeg,1024,1365,198,534,639,857,culex
f8dcc1fe-5271-4d9f-8497-fa70accee99f.jpeg,1080,1338,232,59,701,466,culex
faa65489-e1f3-47e8-a2b5-bb20a93e91d7.jpeg,768,1024,101,159,696,856,anopheles
9946c507-7888-4ea5-a171-f88f11c0abac.jpeg,1024,1365,345,538,786,887,culiseta
7885da2d-c13d-4180-bf9c-ca648fe8568a.jpeg,768,1024,340,491,487,593,culex
f6627634-f1f6-4afd-9a8f-ed7f7e6ee9a3.jpeg,2411,1945,1118,512,1808,1075,culex
eac33cfd-6c6a-414b-bcbb-12225f85b21f.jpeg,3024,4032,801,1679,2008,2685,albopictus
04909bbb-f382-4313-9ac4-0f9032587bed.jpeg,2448,3264,1191,0,2448,619,albopictus
ea6dba23-7e81-4f80-9f39-3ae56b8619d4.jpeg,640,1136,50,329,535,716,albopictus
3e6e372b-8574-45eb-bd4f-75646b3f06da.jpeg,3024,4032,897,343,1631,907,culex
10e3c810-c602-4dba-b0d2-525982fee8b0.jpeg,1816,4032,399,824,1128,1784,albopictus
c8f3df51-bb20-4ea3-88c3-226ed42a0ebb.jpeg,828,1792,83,682,565,1123,culex
3334337c-9bd6-40d2-8e13-06394f93c205.jpeg,1299,1006,466,379,811,694,albopictus
87e26475-421d-4372-b42c-2590ac2ca171.jpeg,768,1024,461,465,618,574,culex
1682aaf4-f117-4580-813e-bec68dd33db9.jpeg,1168,2592,0,445,1168,2559,albopictus
c774289e-d226-4011-8c25-be5c44311ffe.jpeg,1024,1365,299,422,890,1111,culex
5fecb3ff-50ad-44db-ad1f-b9cde3ec17ef.jpeg,2576,1932,954,723,1449,1325,culex
a1cbe83e-70bb-4f48-bd71-8569671cb880.jpeg,3468,4624,1373,2073,1801,2527,culex
c3f0ebd3-8d65-49f0-abca-fb100423551b.jpeg,1024,1365,299,486,636,986,culex
619cb5d3-8967-4dca-a0e9-349e51b288ce.jpeg,1024,2272,421,980,672,1320,culex
f1ef68ce-387f-4a40-a73e-1e140bc2bd19.jpeg,768,1024,153,200,481,536,culex
1ad2b98a-fce1-4ed3-ae2c-92277d04b9f9.jpeg,3024,4032,813,1787,1903,2917,culex
c96bc675-edf6-4b57-b9d9-af6a3837ce55.jpeg,2448,3264,943,1548,1259,1911,albopictus
17179550-6b20-42f8-84c0-0145dd433bd3.jpeg,768,1024,266,452,419,612,culex
3823149c-d825-4dec-b927-d2232720bbe3.jpeg,5616,2808,1814,913,4561,2354,culex
77060330-0296-468e-9afe-2240965eb758.jpeg,768,1024,299,567,399,738,culex
d27bb40f-2f1a-4055-9d93-0be3e1a4e9f9.jpeg,2272,4608,122,1757,1936,2692,albopictus
4bbbc20f-0096-4b69-932c-ffde2800860e.jpeg,679,767,249,248,522,484,albopictus
17b15a9f-0b77-4c1f-9a6c-439517f85503.jpeg,1024,2273,439,896,657,1167,culex
6509d5f5-6f52-4427-831d-6818175f90e2.jpeg,768,1024,229,106,653,739,albopictus
ebc4c751-68d5-4450-9f7d-cfef678a1b31.jpeg,766,1024,266,478,484,718,culex
35ef90e6-53af-4e40-a648-a518976891a7.jpeg,3024,4032,1023,1082,2101,2824,culex
b5879a50-5123-422d-bd02-6c4afa5e599c.jpeg,768,1024,177,408,551,899,culex
bbee73de-8f8b-40db-9953-77408f5085e3.jpeg,3456,4608,1123,1957,2194,3072,albopictus
f9503d3f-798e-4679-8981-ea5b77caa7c2.jpeg,1932,2576,506,906,1253,1390,albopictus
7c8b94c0-57a2-4b6c-b1f6-3cd1ac400f8f.jpeg,3120,4160,1232,1937,1532,2428,albopictus
80ed7a90-8234-4717-9945-849643bd3c8d.jpeg,3024,4032,1121,1388,2191,2365,culex
da005e64-8577-4e2a-8d75-6d82dd1ea8c4.jpeg,966,1288,427,528,604,882,culex
5f893c9a-787b-4278-a1fc-dba560a28833.jpeg,1820,1024,452,361,890,791,albopictus
448a2ec3-7802-492f-ae81-b60855fa5a8b.jpeg,3024,4032,947,1300,2215,2623,culex
f03e1a90-7269-4f89-8279-0b794417515f.jpeg,1932,2576,729,1456,1015,1767,albopictus
e2c062e1-cca5-4cef-8c5d-ce05052ba4ef.jpeg,2576,1932,1209,301,2096,1201,culex
3d7179d9-2959-4586-9a2e-5b67b087ff05.jpeg,768,1024,178,523,423,780,culex
0e4a3374-a618-4e8e-b91d-67a59b078bdc.jpeg,4032,1908,1380,638,1843,1342,culex
7937e95d-beec-431d-9466-ed0ca8cb9b4c.jpeg,1024,1820,449,701,692,969,albopictus
9f3724c7-afc0-4026-bb89-33ff13e331a9.jpeg,4032,2268,502,441,2636,1914,albopictus
4f63777e-d217-497f-b574-310ed0d807c1.jpeg,2952,3220,690,1267,2495,2572,albopictus
78c239c3-2c76-44ac-86cb-d2c580d8961d.jpeg,768,1024,312,460,435,621,culex
ad1e0486-3fd8-4c20-aaed-6a6bb145f7eb.jpeg,1080,1406,220,756,659,1101,albopictus
8f7f6f65-1367-416f-a538-9c926e2ae9a1.jpeg,1024,1820,360,842,587,1158,albopictus
0cfa2d4b-f7b7-42a8-8125-e35954beb82f.jpeg,768,1024,272,426,403,554,culex
af7f54c5-4423-4409-9678-682a63eb0673.jpeg,1024,1024,181,222,914,844,culex
a4c72eb3-dbe2-4ea8-ad7e-a6e961f3d49b.jpeg,3024,4032,1020,2022,1447,2529,albopictus
3dd381e7-3da2-4382-a38b-eb236894f982.jpeg,1024,1365,310,420,747,748,culex
97d64530-b74b-4b41-95c0-ea240d0619a6.jpeg,1024,2245,490,1032,778,1367,culex
af652d90-b316-4a5d-a3e9-27f2bb8d4697.jpeg,1600,900,552,258,832,451,albopictus
c23c9e94-fb6f-4a2f-980c-2da1e1a8b436.jpeg,1944,2592,119,1045,1488,1957,culex
8a5bb3d4-d55c-45bb-b4e7-a691f878c5c0.jpeg,1987,1728,643,453,1264,1271,albopictus
d99ec602-13fc-4f48-8404-18522c1851b5.jpeg,1200,1600,329,209,1019,990,culiseta
6bc4ed17-d26b-4ac9-a00a-dfeda59b28b7.jpeg,3024,4032,1538,1884,1824,2165,albopictus
1887b1e8-aff9-47e5-8417-4fd6089d42ef.jpeg,1336,1024,367,276,952,873,culiseta
e40b9ca9-9a9b-431c-9f98-afe6b197c2e9.jpeg,4032,2268,1067,89,2967,2240,culiseta
a33a646d-a0e8-422b-a315-f85b76cd3459.jpeg,1024,1365,288,280,616,749,albopictus
415fd5fc-f7ae-44d5-9427-1cc27eb41f19.jpeg,768,1024,189,326,575,731,culex
e7260c8f-c58d-4f90-9476-792ab85e32d2.jpeg,1024,1365,10,103,859,1199,albopictus
cb5afee4-0e3f-48a4-8c17-431e9d44262e.jpeg,2160,3840,499,1304,1371,2130,culex
62d02b30-1dc1-4d77-b00b-0775e0d7dca2.jpeg,1024,1365,244,223,555,705,culex
90130f9e-adac-47d8-a8c6-f0d052c0febd.jpeg,3184,5664,1129,2529,1601,3105,culex
92b0b6e2-b774-4f9e-b9a9-83ecdb620b49.jpeg,4000,3000,1286,1541,2192,2154,culex
7a84e152-3687-4208-ba86-96002cb46fcf.jpeg,1299,1331,574,586,968,1003,albopictus
3bccb9ef-f816-472c-b17a-5626cf36fcdd.jpeg,768,1024,203,290,451,523,albopictus
d58f54ee-10e8-485e-8e7a-7d2281244606.jpeg,3024,4032,1105,1610,1488,2220,culex
34e7be50-9a28-449e-8a2d-14ac3163040c.jpeg,1080,2340,351,1377,646,1710,albopictus
1a3cae6f-c3b4-4585-b88d-f730e353c01f.jpeg,768,1024,392,472,462,563,culex
d7c3f80f-653a-4406-81e4-4c13af1aee4a.jpeg,3000,4000,801,311,3000,2936,albopictus
e0d78cb4-9cb3-4890-a932-de8ebe6471c2.jpeg,949,1309,269,540,839,1009,japonicus/koreicus
341ed439-281e-411a-b96e-1415df6a00df.jpeg,4032,3016,1427,606,2194,1444,albopictus
d11fd045-2bee-46b8-97ae-6ab8b972138f.jpeg,1080,2280,44,295,1045,1502,aegypti
d23105b0-0752-42b4-9d5d-e4a8aabc128d.jpeg,1600,1200,689,475,958,714,culiseta
63ac361d-eea6-49a3-b499-53cc2166d0ab.jpeg,768,1024,318,390,540,641,culex
0e9e04f8-f829-4634-94e6-69b3aa051a10.jpeg,1365,1024,450,171,1054,724,culex
8c0855cb-1050-4459-9993-150de63b282e.jpeg,4608,2592,1325,138,2676,2570,albopictus
1444a972-9c05-4d6c-a36b-df8683760557.jpeg,2385,2604,17,491,1762,2399,albopictus
6f906d2d-79b5-4fb3-abb1-cffe63e6948d.jpeg,1024,1365,487,744,599,890,culex
ca225a18-8b2c-4c47-890e-9a152be2c0c5.jpeg,768,1024,382,514,494,600,albopictus
7965fc47-ade0-4d2c-8373-37019a7dc6a3.jpeg,1096,1095,368,410,787,803,albopictus
169e5ac5-ae20-430d-97dc-f957d39ba4c8.jpeg,2539,1748,603,226,1838,1514,culex
9bfc76b9-5e84-4d60-92bc-a35edcc806d5.jpeg,3024,4032,1340,2433,1833,2861,culex
2f6b36f3-f1a8-4519-b891-27337e9acf74.jpeg,2057,2133,670,567,1330,1513,culex
1808965c-335b-4f55-afb4-10145394a4bb.jpeg,3024,4032,803,1057,2282,2765,culex
f0d5a1c4-68db-464f-8467-ceeebf893cff.jpeg,2448,3264,1021,1465,1311,1729,albopictus
9f422646-df97-41fa-8d68-4e5645c42dde.jpeg,1024,1820,15,160,696,1459,culex
0258e656-ea57-4152-a39f-e939db2a9116.jpeg,768,1024,286,567,422,732,albopictus
9a9b9059-a121-4f0f-97b9-24e4f82d340a.jpeg,1600,1200,677,285,988,632,culex
0de26495-e233-4937-80f7-ed453adfb752.jpeg,1341,1791,260,181,925,1653,albopictus
95f136b0-0be2-482d-ac81-4b82fba0ad64.jpeg,768,1024,70,215,626,800,albopictus
b0f20a28-dc7b-4d37-9ac0-68ec7fe27a11.jpeg,3024,4032,312,247,2322,2446,culiseta
7eb8048f-09b0-4889-a459-648b808fddcf.jpeg,3024,4032,645,1953,1412,2802,albopictus
8cd42887-b8b5-4700-9685-a68df4ca8ced.jpeg,1024,1365,86,322,621,879,culex
e6192a46-d00b-464e-9c5c-e0b04f4e8a6f.jpeg,540,960,66,182,366,662,albopictus
e6f7b24c-f3a6-4234-8cbb-d54370b81131.jpeg,768,1024,228,228,559,758,culex
9f31eb7c-4283-4763-b9a6-c07ca0dcbdd6.jpeg,2560,1536,1470,687,1866,996,albopictus
293226b9-faf1-4b80-8b14-2295d5b6a066.jpeg,2448,3264,759,1036,2329,2364,albopictus
a1ed3551-cb75-475d-b05b-1fd216046ac1.jpeg,3024,4032,1063,1214,1909,2096,japonicus/koreicus
36130714-6390-469c-b673-abdbe833f5e3.jpeg,3468,4624,1389,2065,1949,2656,culex
7be7a8f0-c394-4d65-9ed2-cf81d16bd276.jpeg,768,1024,455,417,539,512,culex
a087c79a-519a-4274-8adc-64ddb7370a7f.jpeg,1200,1600,842,647,1153,927,albopictus
85195127-cd65-4e05-826a-183b9fe05e57.jpeg,1166,2592,206,720,831,1688,culex
58c05a82-c7b0-4830-b98d-4c80a421ccdd.jpeg,3024,4032,1291,1688,1910,2188,albopictus
6186eb32-066f-4dc5-9deb-7c5664398459.jpeg,2988,5312,1039,3297,1383,3864,albopictus
22a972db-e654-426b-8f88-7643f4bb152f.jpeg,3024,4032,327,736,2661,3178,culex
ac7a12b9-d347-437c-add1-91b3a1ddf5c3.jpeg,3264,1836,1506,531,2165,1169,albopictus
1a3bb66e-f4d4-4b79-affe-bc9da101440f.jpeg,1474,1963,253,734,1137,1411,culex
c84f1ae9-d924-4d58-80a3-9b73b343f540.jpeg,1820,1024,531,499,871,834,culex
6aed4d14-8340-423d-8313-f7a2c68c070e.jpeg,2304,4608,930,1737,1617,2489,culex
aa5da76e-c645-46e0-bc82-a5073088ce50.jpeg,3024,4032,781,1551,1585,2171,culex
5a11002f-0451-4972-9155-8554409896d0.jpeg,3024,4032,941,1048,2973,3168,albopictus
acb256f8-a277-4b41-bb98-423531718669.jpeg,1371,1371,457,450,811,846,culex
572f744d-4d7d-48d8-886e-bf954a9b508f.jpeg,3072,4080,544,1402,1875,2820,culex
fbadd84f-c18c-459b-ab73-9196f5c73163.jpeg,3000,4000,138,1110,2325,3472,albopictus
ad4b943c-751a-4b53-9b68-529d9e72e4a1.jpeg,768,1024,273,379,532,763,culex
6880eed0-fe54-4c8b-8346-c3dd55ee1f36.jpeg,3456,4608,340,925,3013,2847,japonicus/koreicus
d727063e-f312-45c7-af79-97ad6557d1e1.jpeg,768,1024,289,354,496,630,albopictus
877dbb00-685e-4aff-9067-347a4ab5c1b0.jpeg,1024,1820,375,516,756,779,culex
f7504497-7ebc-470f-b784-ba62776fe7ea.jpeg,1795,1167,628,116,1366,835,albopictus
f0e25eff-c6aa-42a5-981b-0a7567b0c7bf.jpeg,1024,1365,418,576,648,730,culex
d7f16fef-38da-4387-8cb4-f53f0858c22a.jpeg,3000,4000,1106,1510,1727,2276,culex
d25daf84-3311-4ce2-8d2a-26035d2b761c.jpeg,3024,4032,1111,1482,1649,2116,culex
889ce5f3-ca42-4c41-ae1c-f159026530cc.jpeg,1200,1600,365,562,633,927,culex
651b0353-c02e-4f01-b129-53214a6b5378.jpeg,3000,4000,989,1757,2063,2856,culex
91fd5e49-621b-4cf9-a58e-c4e3b027ecea.jpeg,3024,4032,905,1087,1794,2324,culex
c06807ae-3b4a-460d-9722-e459f8200b50.jpeg,3840,2160,1649,514,2475,1304,albopictus
84b582e4-ca4a-41e7-83d8-ac8ebbb28823.jpeg,776,1600,248,514,505,881,albopictus
35193eb0-9b0f-4423-831d-4ee1d69c1c6f.jpeg,2976,3968,1703,1668,2138,2034,albopictus
a0075497-aa47-478d-a2e0-7b3653a5067d.jpeg,4032,3024,1875,1104,2522,1784,culiseta
8294cd5d-27ff-414c-9801-c99bc6f7c7a7.jpeg,2576,1160,681,215,1245,653,culex
0d9c9ea2-cb67-4c4e-91ec-b72fd6dddff7.jpeg,3020,4026,443,1061,1758,2760,culex
6c24e19b-e646-4a82-beb5-a19818794293.jpeg,2992,4000,1304,1720,1600,1964,albopictus
62577464-6ee5-4427-91c7-9b91b7b8e728.jpeg,1024,1365,229,529,417,726,albopictus
e3fac88c-89fa-4eb5-ad88-37536e57bf6f.jpeg,1836,3264,477,985,1821,2173,albopictus
d23642d7-dcc5-4045-8f45-4ba2cb493027.jpeg,3024,4032,797,1515,1894,2383,culex
380ecc76-d8e5-4231-b0e1-5df95e1ccb3f.jpeg,1260,1685,434,389,824,1047,culex
a99e1882-15bb-47b2-8656-18fc99a640c6.jpeg,3024,4032,1334,2157,1613,2493,culiseta
7d3977e1-7b36-4e55-a652-60efc6ab468d.jpeg,3120,4160,1029,1399,1437,2007,culex
04580601-b704-44ba-b0fd-64793edc4c68.jpeg,612,639,231,156,479,393,albopictus
82c91464-748a-4a6e-aae4-cf2aad236ee4.jpeg,4032,3024,1553,727,2456,1643,culex
c354b1e5-b4ea-4b4c-90d0-d97d53859c51.jpeg,1024,1365,279,552,633,849,culex
6df0d547-32b5-4fe1-a9ba-4fe2372c9edc.jpeg,1125,844,395,211,672,625,albopictus
119da746-fb15-4232-a35d-4bf24c6c3947.jpeg,2472,2114,939,760,1596,1537,culex
5ab7e350-fcb9-48fd-926f-2c4079fdc0e3.jpeg,3840,2160,2490,652,2979,993,albopictus
1531894d-8097-43c6-a762-d94685e4c84a.jpeg,3264,1836,1324,645,2007,1224,culex
a5e18e18-62fd-4081-8e99-495036326ab6.jpeg,3000,4000,889,1954,1584,2627,culex
531776bc-43df-47c7-beb7-82fbe9ef1d39.jpeg,1024,2106,205,915,605,1169,culex
c712483a-c508-4155-b88e-e306f653a5f7.jpeg,768,1024,160,446,340,588,culex
32e570b4-161f-407f-9512-a5eff43452d3.jpeg,487,379,111,39,407,229,culex
a3941375-c991-4a39-9b64-c6ef7dc0d0ef.jpeg,768,1024,310,514,519,729,albopictus
7aa9bbef-062b-480c-b9bf-eefac130f761.jpeg,1304,1207,424,481,848,816,albopictus
547be2c0-cf3d-4e84-a55f-d98ca6e4fdaf.jpeg,768,1024,183,432,398,698,culex
